Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
7.67361489361838e+003	1.45607733097857e-002,-1.30079557559534e-002
7.76247116628711e+003	1.47064899582655e-002,-1.29867962169717e-002
7.85235634610091e+003	1.48516580371992e-002,-1.29640534762135e-002
7.94328234724301e+003	1.49962423479936e-002,-1.29397437710562e-002
8.03526122185638e+003	1.51402082815606e-002,-1.29138842777391e-002
8.12830516164120e+003	1.52835218493545e-002,-1.28864930856679e-002
8.22242649947092e+003	1.54261497131106e-002,-1.28575891705410e-002
8.31763771102692e+003	1.55680592132340e-002,-1.28271923663728e-002
8.41395141645217e+003	1.57092183957942e-002,-1.27953233364904e-002
8.51138038202398e+003	1.58495960380866e-002,-1.27620035435804e-002
8.60993752184623e+003	1.59891616727242e-002,-1.27272552188662e-002
8.70963589956103e+003	1.61278856102301e-002,-1.26911013304973e-002
8.81048873008037e+003	1.62657389601051e-002,-1.26535655512307e-002
8.91250938133769e+003	1.64026936503504e-002,-1.26146722254872e-002
9.01571137605980e+003	1.65387224454289e-002,-1.25744463358658e-002
9.12010839355933e+003	1.66737989626551e-002,-1.25329134691969e-002
9.22571427154787e+003	1.68078976870068e-002,-1.24900997822175e-002
9.33254300797015e+003	1.69409939843579e-002,-1.24460319669493e-002
9.44060876285948e+003	1.70730641131347e-002,-1.24007372158594e-002
9.54992586021461e+003	1.72040852344041e-002,-1.23542431868838e-002
9.66050878989839e+003	1.73340354204040e-002,-1.23065779683900e-002
9.77237220955836e+003	1.74628936615339e-002,-1.22577700441550e-002
